msisdn_encrypted,home_kecamatan_location,rn,rnd_cnt
c0117885b58b41a74734a2a9b7d3378de0e3e7586e5f7c050a02097133cde8e1,DAWAN,6,79
1923084bbe52bfb3f49ec1b43fc79ef0bb09519f36a0750c7713a8a83345880e,DAWAN,59,79
ce6a9a9914fd3c7230b8f1900b4d111dbee7e78ba61595969efebe75eb521f5f,DAWAN,13,79
9fc20c2ee0729c7fd10f9f77092e024c4332cef3181a5ee7c679032ef99075e1,DAWAN,46,79
fd8920ce15598465af6d1167356498f185d022c048cff52961bfd676f6233ef5,DAWAN,67,79
1812a02b62df69c407c7e4007d79a267fe2e62610de3320405b10ddb509acf6e,DAWAN,73,79
670752276d52a9d67f78d4b6199af39bd473a772da2d40ef10dafbf4e88bcb9e,DAWAN,7,79
7f8fdb907da234cfa4b3e05911d66223404a4a954302989385033acafb10506b,DAWAN,36,79
2ea3be74f207467cc4d7a9f2565e1c2070f3e709ac8af634e58671429dbbc496,DAWAN,8,79
d4f2ddf5a824416e7020cf7565b5bb53ceb1927a8dc3d3354070db74ee840774,DAWAN,27,79
052ec699c854842415c90b0573fff5122ec017391e97c8e979ea78e44fc1c41c,DAWAN,33,79
776aef2f46a4998bd8c4646c4f2881e9d969ec998335854f52714fa80e268ae1,DAWAN,4,79
6cf214646202e7e8cece398819ca543fecee48a3ca65dc64b51b9687c19dacfd,DAWAN,49,79
11cdd0173a60328a27ccd3ea84d7f9a197158a27ffc65e683e91e45429e1627a,DAWAN,25,79
1a99b2db86a55929866c2baa963c3a83fb153f9a0906bec60b9915168a88e56e,DAWAN,63,79
d2639a50c15f020b938ab99ad90a7e5f69e7433e5fee9a0641713b337b16888b,DAWAN,76,79
331f4116b116a4c1e32b95c0581fdb92510e6ad44850092652e55004b4f54f3f,DAWAN,53,79
5a5225bde63d80db2e8f41c7c6277095fe898288e00e18e9082621f651414a95,DAWAN,62,79
bfcde22237179bb68deeb7e2a2dafc78d09a6083f8d4dc876d1e8aa24edeac9d,DAWAN,30,79
11f51c7c6cd7451ffed4f2e8ac70db2f8e348e4432631446b86290918fec6f2e,DAWAN,2,79
924dd4c77d83dc2d88aeec85490e937212e3f1100965f143dbc837fd6ff43140,DAWAN,17,79
cf44c94ed1392c9ad0d9184d88b07f805ac232eb81ad5912fbcf463e09d7749e,DAWAN,39,79
f92e92c8c2162d6b6ae191cbb7cfc2e59bc30400863ddc36ff19ad0fa12deedf,DAWAN,45,79
326cc23af50af966851cba870f1b8d05c949a887a947bb42a5ba18470c2258bb,DAWAN,55,79
17228c0ca3b73d4b236d43378d1179f6ab85187251be6e0cc5b44945128a549e,DAWAN,70,79
4c84fa8cc979f274ab91beb1dd7cef77bce693c19c76eabdbbe4c36865340d06,DAWAN,79,79
bc52833f4295a15c60b87784bd3da70774d0802de062847671449112aebf23e9,DAWAN,22,79
88902667db137ebad480f053c7710c3394fc0af27a14147e014556cf7b23f6de,DAWAN,26,79
73a8d21a9e5bdaf22617e168d85483901f2f701f252e7f81aa4133126a70549b,DAWAN,65,79
d3057f2688c4e44fd073807648e39dbd690f954a32ebbc1ba7ecef26b4a2a89e,DAWAN,77,79
1fdef1319f5c51f05c436f7c4164e675f36a3fa932a877a5814bb60d01568b7d,JEMBRANA,39,79
f27b6ff89ae8b4a9e1422f869b2ff734c5ffa7b0efbc87dd52f2ef3f300c92c5,JEMBRANA,44,79
4d85deb49652a70271a3359d0fe83fc19b24d60d53cc178ed38ef1d44852ef78,JEMBRANA,59,79
ae627eca998ae2985a3e441fa8e25772942cd96f0a2286874e47c0b5ee97c3d6,JEMBRANA,14,79
88ac1ac413614f3112195152e485d666397b370c5daa4d4e0c2cfc51355f9f14,JEMBRANA,53,79
9d652969a1dd44d73452e7d6ba95e8d2c408860f948855654975718c7cc30dd0,JEMBRANA,73,79
9bbd5b8c1786caf44acb6d90684eed3b32d70f47ebc2f4d4595e9495c9d3305c,JEMBRANA,57,79
a118aba329fb20c99678d9b294d1982b560d61550ba3af21c395af4a420411dd,JEMBRANA,11,79
76f470af4b420a24ca92415e43a78025200efc51e0cd52d2f472996c8e0255d8,JEMBRANA,17,79
c2ec4aa84d9863862a2cca3eefff131fba9d508fb8ceefe245b48a4b9d18e676,JEMBRANA,54,79
3c6974af5a1891cf9796d154ebcb52a9302de8a87070369ed103dae8a808ca00,JEMBRANA,75,79
ed84117eafb402f924eb5235ae5e7d63e743f161b6799ff61d75248dddcd5c51,JEMBRANA,21,79
315fd5279369212f98a29724dee633943574317f600ee07e922054cb2f0156ea,JEMBRANA,27,79
85281d1f9a9eb20d754ff35d48098b6ea6c876bb6cd703d32e17a67922209449,JEMBRANA,1,79
e9e14106e2a73ab8f191a4ffd9868be6c51ee7bba50c87c17d675305e896c7a0,JEMBRANA,56,79
80e767a67c5aa4fcb3ad4b4325d4d66aa388f753448dc5a74987419bc5d2f18f,JEMBRANA,46,79
862414a2fda2057538e9371fe9f4b9e11ea90e09b2a07540eadcd8bf34044548,JEMBRANA,78,79
66d2734849f84f83b71ceb31849a83d7b43ffa8c118044bff0a19592f58d7c57,JEMBRANA,66,79
65c26eba09f65ada8865d97802aeb1878e784f4ebbade6e2db849abb09f59ac1,JEMBRANA,74,79
dc66b6f5513af273ab2253833ae7825729ea517bf7fd6dda5db15b590549af11,JEMBRANA,37,79
c1f55be661699e4532e6a64935d5d405dbde13da2e63dbcccb628fab2e813484,JEMBRANA,49,79
8798fe7244ff150f2d6a71d9e60dbb60f33e81bc015a731e46cc8c2913f3025b,JEMBRANA,79,79
e02b569ed454845533c65e59ecaae8160649c2331461f0c76f53deb1a6b38afe,JEMBRANA,34,79
df352d364edc914734c2709b816fc8947c6de71d66df16747d8d6f2e52654786,JEMBRANA,19,79
87663a680daf778a6418eae5d1eee355bd1ccd68bea9c1fbe18b6e65c5cb392f,JEMBRANA,20,79
ce6749859a2ccd026ba614352b02c0b66628863b45fcea38edc20e6f0983f016,JEMBRANA,26,79
a86c8b316bbda075678ce73c22faafe51f5b103fc8f7d5cf70dceb63e36e18c9,JEMBRANA,50,79
5c2838f356006c778579556283d97be4f1b977f8c691155a4a0158967f5dba9c,JEMBRANA,55,79
939af5e0c58f34027a2149445cf5571faccdf57201a40f7066ddf401cf28d0de,JEMBRANA,12,79
6338c72354b63c1f0e538022a550a5a8f698e6eb3e4f66292c54a52222d95872,JEMBRANA,43,79
3ab8d0513b0526d8389ea1fb634846948914918389ffcb71bb6fe1d385923561,JEMBRANA,5,79
3c266c304535f5a0fc7efadf951d2adda585a6adaab7f47d2eba121a16980708,JEMBRANA,25,79
0868a213216879f16c727456d60378d9114566e936c72dab22fd617bd197e3b7,JEMBRANA,36,79
626988c084c9fc7024b277a3edc717153a64fb74e69fdc4ca47b4b032cca7830,JEMBRANA,42,79
a676bcd396c6322456eaacec1aaf1faa0082d182062d421d7d37858c236f8ae9,JEMBRANA,45,79
1d76780d5d9eff929081c9afc1edff8cb3302507c6c9ce384608f54ce0bef6e5,JEMBRANA,68,79
425e27ee444a541eb06e0d780bc5106dface15273f3dc9fe9c9b9b4065e9fb4e,JEMBRANA,22,79
2fc2d38e17713f1dddce1e1b8adf5dc67aea9a0bd78aa85f98ba84ca92fa2144,JEMBRANA,38,79
4d2db9a7b57ee7b8ba2f662d4c3f64eb1d948a90867fb3402daac3110bda4db6,JEMBRANA,41,79
a5bae6bd39bc859619e8b73fbd98b817a31fce5132155738d0c544396f560573,JEMBRANA,29,79
94874bb242459558537ed0f91043e6ddb01ae6ef7438e36d8a127dfe78a0f89e,JEMBRANA,70,79
9613fc1d788b7b80d71868fbeaf0579044f7a4b47d9080aec2b38dd89e1a29b1,JEMBRANA,31,79
f4c6097bdd182f2928d5fe2e831d316c272f656b019f7da1d71722832b15c0f2,JEMBRANA,16,79
f106e032e56e53ba5b3caba84d97835dcc23ec0f1263518620c5738e5c8e689c,JEMBRANA,72,79
5e6f73f3b26456bab3bc2cc72013f1e187ee9151e23cead8913e6681046cacc7,JEMBRANA,77,79
05fb983dea9cdf4d7dec6b9bcc1a1fb1add4197266b6d003e898c8b2e2970089,JEMBRANA,60,79
8301a1136f51bf87791b79bc598618e32dd93ff68fbc98043f61a95c0a23ccd8,JEMBRANA,64,79
41ab7121e9a27e2fa36544a8a6e5a34bdc3edfa7156ede487b39ffc57f43ff63,JEMBRANA,3,79
9ec9532287ca947f62a59155196eb927ace5195b032403d0f6e0814807e60dd0,JEMBRANA,48,79
65aff722231865709bea410f98414713cd4f031595d2dec324f7a55be3a85c21,JEMBRANA,51,79
aab26f8c2a18452d871cadd4a8a4acf0d8d4169325019ef6ff8af5ac0602d5f3,JEMBRANA,8,79
eb282837f4b49d8720212c50e599dd7e97d26e42d2eb5685c787450ffc01a845,JEMBRANA,63,79
b942607b07608248e6792c03d13e57e260816dd1dc6f4d77e9ada16b85b1ab88,JEMBRANA,47,79
038e5400771df952a45f4bb4cee575723f2d29d49246f613820214e347811450,JEMBRANA,76,79
5a5c685368bd609a1cf4bb3ef0efcd8d5e07d2c251ee520c589e28e3c4322d56,JEMBRANA,7,79
089d259470fef6a790c2586637c7799c9242aaf8afda5247de3e203ea4ff8925,JEMBRANA,32,79
7184d66c4b5e2dccdb228d8c1664cdd2475ff3ff39f66d112efd66b067e84e0d,JEMBRANA,67,79
6672b950a52f6353ee2cb5b1e9f878568f58acc72de757a4184698dc5b7ced83,JEMBRANA,35,79
6424e14f2787091941761f2c47c4e1c05f4d75c3507d77882ed85ab24a8c08c1,JEMBRANA,24,79
de86cacf96e5b33d146c6d01a6b683e713d440632a830ad8fd9ae49fbc38e4ae,JEMBRANA,40,79
433918238dd9cf14f01b02f06ed8907f752fba8f9886d8a7bdc657abff98b2f0,JEMBRANA,23,79
d55b2b1264a98bc951235c3a61f4189fc5654353d236eca5254c01e73aaedc6a,JEMBRANA,61,79
d35ed76c50daa9ac87525af68cea20708333fba202b72a306ab4cb8df16516cb,JEMBRANA,52,79
9efa7cde2337a4296c340c998b254c6049c11b54299fd58e1b990c3d07e7d29b,JEMBRANA,6,79
f3950cd78c18af11c62da3df0132ce29d53e03687bd64a1e579860dbab8ef050,JEMBRANA,9,79
64684b1ad4a319660e07c12d5a3db906f92a24b24b68d65d82bb1455d6599102,JEMBRANA,58,79
b0a8c2825bd1fcd0c4d9ca236fa846e60e95cce47cd5bcc33ba9e0888bd2a4bb,JEMBRANA,71,79
079c43f9999ef247d7c4e1e41c22fa0965f70fe40d2f4eec15aeaa0c876792c6,JEMBRANA,10,79
0d4371f344c2c0c87ddac6bfb8eb7289715504f59eda7427b7fc9fc6ff43f013,JEMBRANA,62,79
69256468ce2b2729e4e5ce5c655247c91e389b54cf15239f3f8d1e637f73e042,JEMBRANA,2,79
cec1a8bba8af6d7c8720a221d22f3cd76c98c863dc4204e2abe1af5b21ae3c87,JEMBRANA,18,79
756bb413fe9dd3733af464e6a23426cc33682b8a920056bd0dae4f79f281bd4a,JEMBRANA,4,79
50f906e062e85cd16552fa35b0cf73da3d8b55ea7dd62a88542ec31288f48fbf,JEMBRANA,15,79
7b021d2d1f6310bf19dc8dc44de050c3f90ff2e4377fb5a38dc5946625e3dbf4,JEMBRANA,33,79
606d9e0c11d232661991767457ab239a792ee627fa9a7d66005c6c0a1df9cc92,JEMBRANA,28,79
46a699cc933cda9a2f30ba50b9c59338b2b5e6711adfc6c4acc18415c6c2d04e,JEMBRANA,30,79
8db93dea34d487486cc7e2be538bf9bc026090de3f05cf1bd093c6145e778968,JEMBRANA,69,79
fdb0cd72e2f1dad6fad9e174982f381f90b07bdc3b6b06395b133103a1233b2f,JEMBRANA,13,79
8a81264f5b4e286bf56c4110fc78a74da8edf7a2eeed5377e3c6cd8e85b1da72,JEMBRANA,65,79
f21e0a43a2b18a6dc5bba63e1e5815a711c0c7cbc5691bbdc4443e14c599d475,KUBUTAMBAHAN,3,80
6edb7facbee94b406fc147a89de703e745a5ba2b86df6aeeeb9926a4c92ed9f0,KUBUTAMBAHAN,2,80
7565d4d5bdf57a41b9333d8c547031979b39af85fa6284f2f672820d9b87ed52,KUBUTAMBAHAN,9,80
23980a57c9ff4da65df9dbde1388843833003558cf92920ed8011b9b2df90713,KUBUTAMBAHAN,15,80
cc8efca0545576b2d6a71b5a42eef55b1f7d4823eb5b9cd38f976985dcbb34ea,KUBUTAMBAHAN,32,80
e2313db87e1260bed4e593f80b0a7f57252a02ffd5f5c46a0cb9624a483fe9f4,KUBUTAMBAHAN,51,80
6ae52fe1f2275cb37edbd140d9f1a545176cd304d786f170fa22473b110f382a,KUBUTAMBAHAN,69,80
bad9600585b6086de55ac0ab679b827c5f76e64c6f3cc85c8757845553cb3bf1,KUBUTAMBAHAN,39,80
2b674813e07f467da469e355799f7a750bac988f59e34873f44553b3a8c1a991,KUBUTAMBAHAN,47,80
a4bfddd4c0f0f70c41489fe7ac9eacf137ecbfcacb33ac6d28a7c53aeee8da3f,KUBUTAMBAHAN,11,80
dfc62cfe175192fc12bd77523638d2ae9ebe4d6874a4b0d80a0237a0375cd9cb,KUBUTAMBAHAN,19,80
063b6f8bc2c0f5046cbf11e2b5ffbc8e989222692636b1589a3f079a64b491cc,KUBUTAMBAHAN,55,80
3d6c2793375dc4177d8e3d34c80f96a66431171736b0b8fb9421f424e21a5131,KUBUTAMBAHAN,21,80
f39e99ef30f42f9cfc9d8cbdb3ba2093302315ff8aa64b5c72e53ecf296e14cc,KUBUTAMBAHAN,58,80
d4a76e884461426888dfe395cb797e3c656b213061dea29d30ad262c03ed67a8,KUBUTAMBAHAN,35,80
f40ece7fb094df10bb321bee90fe07e031368751af45368c40fc56d8520ca6fb,KUBUTAMBAHAN,66,80
8872ae0d8aea45eb7411cbd879469e96a136549f58f4b9e2fa89621d46bb84ea,KUBUTAMBAHAN,63,80
dcc54d8cef3e49c68c110bd7dd736d51e1136177af510782de8da737d1fc7b81,KUBUTAMBAHAN,57,80
68b03213d951f2d0e60770b69e69d6e8bca9e5ec7d36929b650fe1f0c55bc0f1,KUBUTAMBAHAN,60,80
82c85490615d0c743783fa059e6e0d89bc1a8feacdfd38ebcc03d8f3a483d23b,KUBUTAMBAHAN,64,80
cca12bc27e417008cf1c95406261b40d389ed6a40fc6caa1fda86a058c7e2bda,KUBUTAMBAHAN,5,80
6d9aa6fa09e5a68d9db75dcc4c39666f68749f08e6207f0bf41edbf9a3779840,KUBUTAMBAHAN,6,80
dd62adcdc2de548d2a407b162aef26455c7f2474ca6c72dc99f9b7d2cf7ab3aa,KUBUTAMBAHAN,50,80
adb074f111801d5104349aed8c47c1c922c95928e8d2653fd8ae1f502a7d753e,KUBUTAMBAHAN,53,80
5de4cc0ee442525b57537d17c6864ca28b1dd2ddcb14e502239894bf0a6174cb,KUBUTAMBAHAN,76,80
6c641cff060e53e5e11f17d7ee010a30f6983b3eda179a50f464f17263a6bebb,KUBUTAMBAHAN,37,80
3be9a2cb19dcb49746975a079d85007d4e1fa289c7d0c8b919135a6791b7c09c,KUBUTAMBAHAN,8,80
79c74e2686efd01e0523ec942ec7136aad497cbe078fc7dd137b30cb373dbdf6,KUBUTAMBAHAN,20,80
21bf8cd20687f57dd94f3e889ed0b8b0dd7eb04a5e6ae366cf0d250b672b9e03,KUBUTAMBAHAN,18,80
0e26285907e4b0c77e5e93de5ed8367246d7522bdb2571605d7e1c3e63a9e832,KUBUTAMBAHAN,45,80
03e04f1044a60bd4cad5c74be030e0f64e9fa37267d39506235c04b87172ed1f,KUBUTAMBAHAN,59,80
38155cc07f193f0f45bf6258e69c4558a5cc74127c6f637e7808ddfa80254852,KUBUTAMBAHAN,72,80
2a42f540d449e7923c60673dc72a6761395b8bb6df06e5278fcea6fd31524369,KUBUTAMBAHAN,4,80
9fd7f6968d0528007897309495ecb5bb41b97a73588a0e226a03539f3bc74417,KUBUTAMBAHAN,26,80
12db3d5cc8ff8bdb312faf062de3b357865747a8d3784567689406793429538f,KUBUTAMBAHAN,68,80
b63a0c279ad4a6c9ff3c75084b049f8e0eeb770d2487aefd462a1742fbbaf6f3,KUBUTAMBAHAN,74,80
c7a67195fc1250509fec932b7964fc51f690a572988ce5983ae72ef74829934a,KUBUTAMBAHAN,77,80
dad7f18abd97a8282268c39f453ecedb736c130e5bc1e3ff8c54b8557a26dea1,KUBUTAMBAHAN,10,80
290017eaa0886b636b00c42610efc54386d5978a902b3a9653b56a22908be5ad,KUBUTAMBAHAN,33,80
e76da6f653d3043d7f3a27dc31e99d53156ab4a7498ac797d4b4c0fca81926d0,KUBUTAMBAHAN,48,80
b9cc82dad4f3a7c9a5fdad97b3663991de5639c69636b5f10e29bfafc5442d40,KUBUTAMBAHAN,41,80
1400d6e20185be9a6f51573401b141e38fb6cccac7c613886a3ade1b7c6041f2,KUBUTAMBAHAN,52,80
540f166bb300d5806f069cfae5be11283e3bf5e21706395a12d657b87f25b985,KUBUTAMBAHAN,65,80
2c2cc9a5cadb7207e99f9b3895512e5cce0301c4a2fe2ff1c4030b82e333aed3,KUBUTAMBAHAN,7,80
647fc355fc9bf439075c78377f04d5c3d9c5eabfa568ef4757b7531bed055a1e,KUBUTAMBAHAN,56,80
bed54f2c6638962b7485f1c92676351f2714e58e8a262f965ef3438114fd6667,KUBUTAMBAHAN,40,80
b28be59a3de892b5f20209d8f19c1e996932027a79c47bb2e39337be3e740689,KUBUTAMBAHAN,67,80
76f054d768c05d649ccfb32014a1517e7063fea5f5f80f70322f496735ab7de2,KUBUTAMBAHAN,29,80
302b6cbc2dd04d45303593caf7c9390ec485bd3ea9163e899af82d95a15b5ba0,KUBUTAMBAHAN,62,80
7d027d750e2a397ec07b5ff90dc96c66709ff3e525d04865a091d78e271a54f6,KUBUTAMBAHAN,23,80
6f83277b6ab223d2ac6ae1ca54336daeb519912248955b44249c0b16dae1f699,KUBUTAMBAHAN,73,80
275e1309476ce58a9885df06324aa8065bb94869e333d8bca75a3545c39cf50d,KUBUTAMBAHAN,44,80
dced5a78272cc94cd073dc6f786038bffa0c7e91287105edc198c26fb013c0cd,KUBUTAMBAHAN,49,80
97885924e4d189243e142a8c64c5270c1bc544f02ac89d6b9639d776a84f97f1,KUBUTAMBAHAN,34,80
0ad523572d3be956b7799a8a6465d6ab775b93df3980f89d1b12445e47e7ad0c,KUBUTAMBAHAN,36,80
ddae9b5fcb90d06d1fadac579a9c9c6b4215f7bc3abdff2fb73d0c9ed9153390,KUBUTAMBAHAN,75,80
04b2bc93fa604196a308933260a9d8c865b990f1375b1e3a28ef85e141f26854,KUBUTAMBAHAN,16,80
ac12e55469063af1bb9d635925b43648db81dc77b480c0796688879f428d0840,KUBUTAMBAHAN,80,80
e95676c9d837cbb1bb3841c5f26004969869bc05870075abf67c5fa194b2febe,KUBUTAMBAHAN,27,80
c09f20d320ae064be2e9b615f2b70193779bf74fd15fba172874432b94a03484,KUBUTAMBAHAN,54,80
c7af457cd3e879fb370cb51e8317929c6a126bc6008b321ce0266bca8b4fb1d7,KUBUTAMBAHAN,14,80
a4b748a137fb2665661de06287ed5d00fc0279422ad074e26d9de7868c521c21,KUBUTAMBAHAN,42,80
409cab2e24747433cc2b4befb0dbf61761b5044e7510e527c74beceb5392734f,KUBUTAMBAHAN,12,80
39cf18c6e7d738eb75fed1b76fca272495bce7d9567a8683b79d945782166b33,KUBUTAMBAHAN,31,80
00fbe8a73994ebb34fd92ebda88d4720e93c110545ba5985851107586d7183b7,KUBUTAMBAHAN,38,80
c32c06c30b539019845e726029f9fd5225195e9e950b358b7b0d3993eae907a3,KUBUTAMBAHAN,22,80
00c0362f2ce825ed2c18fdf46ccd960adbea55bcc19b3e63dfd8df67e72eda6c,KUBUTAMBAHAN,28,80
dd3e5b6504d92a1b98303702606539c7dd83d4dffab06f812932af9e7547b44c,KUBUTAMBAHAN,30,80
a1113cb4400c88895865e44c4c5eb15e6c85b1420644528c95883833b784fdb1,KUBUTAMBAHAN,46,80
0e778b2fb8754f89f9ebcacb0626c82d7e30c63ed4f3e62e9e34bf413fe0d35f,KUBUTAMBAHAN,61,80
484da7c5547980b040735f911de4906769e7d7966786da634fee8812fc3c0383,KUBUTAMBAHAN,13,80
98cd055ebf48c0b81882d89593577005786c85707e2fdd0e7fa65653f5460943,KUBUTAMBAHAN,25,80
af057eff6eb8ee7b2d2ef18ed00dcd482a6c07ca1220ed5fc75603db0bd58d44,KUBUTAMBAHAN,70,80
77a6f6d1b78e4d778a191bfc618ef5d1592c5010d0ce3b9cedbffa3ee409d8ab,KUBUTAMBAHAN,24,80
61f2cae585455b17b117e0f324f2fcf32d8704be2d5455d2ea3bcd30f3a0380e,KUBUTAMBAHAN,43,80
e47a3237ee2ee69b15e4b1765c059285a716d0459fe142e6f17c3041242da206,KUBUTAMBAHAN,71,80
ec7a377919a6de1b1c10db0ee7ac805c4c36c90c853a2bd50b825aee3ea19908,KUBUTAMBAHAN,78,80
a0a2b5c8107e161a40837de1a94a3ad09028265ad8095937287903d9c3be1853,KUBUTAMBAHAN,1,80
ca5ee543f44e61177d3a95c9e5d5a3670d03621ee15e9f892cbf203c11b4ed3c,KUBUTAMBAHAN,17,80
0161bc34d00ad0781ebe6ab69b55210c72dbfbab6f17a1a1c71c23a7395d2d89,KUBUTAMBAHAN,79,80
30bd59d389ce15aee411b9349c757466ed98d5fb5e2b7351c75da5134c201493,SAWAN,32,84
5d49fb5f2fd2a1b30c0db54c1c2485b8a77c8617f9672fe98a81a56bdc055108,SAWAN,38,84
b252e837f625ce68794dc0f03219184772ffdbd1d3e9573ec5feab7a6cca2933,SAWAN,71,84
21ee8e428f804f4fa0c8d7fef3558eee1c12ff06d2587b2e7a9d607c7b900a06,SAWAN,60,84
c21ddd58692ab4e88aab74f0e9098275e0a1ce5d68ab29df21e5848bc39de7b7,SAWAN,13,84
eab327794abdce0e73c2ccce7c338d3ae12b48c63b242268b0e6130e0a2c82f8,SAWAN,28,84
d4c9f66e31a18253bee102940b8de3c6782fabed2187b10184c2a7a6330e602f,SAWAN,20,84
0a33835ba32fba4a2677d1e3c1c710d228b80f1e373d37c6841ba2341aa19f6b,SAWAN,40,84
dd2ea5914f8cfbf769f0fd5cce36013b9b77e16e3c68b9dd2c5bc637002d2ff2,SAWAN,29,84
c31f8f74d6b0f5c592889e943ef8ca3ed985ba34f68c31d8f191bbf65f18fb8c,SAWAN,7,84
1a27af20e41cadc92174c92216dc4a4c472d358082977605b28eefbc6b5c764e,SAWAN,63,84
4dcf7e095412cf121406cbb07b034b558bfaf7e1a97d422f8523656dda7349e4,SAWAN,49,84
a86e0916080e67a10510d2d3b8994a587efc454f76d41907b5cacee94369d14f,SAWAN,64,84
008c3e626612eddad4481cdf38638f1da366a4cc24cbee6234c8c771d289c568,SAWAN,65,84
8bfff7a8173005847605fe916d48931d2ed942dd663b96c3341f6bd896f1feb1,SAWAN,6,84
c290f179a0e54877c518ff659acd793864bf647aec3fb3497c428b715456b1f9,SAWAN,8,84
9385c45758ffe21fe237db1081ed7200ba6b470f5042612c8877b74e220ee5c9,SAWAN,21,84
1e99b1c31dc404540ea6b65818a3eb5763877e9325edfeae15d9b25c29cc989f,SAWAN,74,84
1651309b0ca294b8edcbf8ec69b367278fdd2269e564cc2eff5c9f2d93799aa5,SAWAN,45,84
6402eee2b347797aec06008cd6fcffed8e8dce2e3bdf1ac543463a8dd4acc9c5,SAWAN,84,84
23157cec0e6ed6dbb1b38892be5882af164ff69b033a2c2b2a02c899a607247e,SAWAN,22,84
92281cac25afddbc8aded8bb6e23af1e5c543d7bebcdc42eab482b3dd8bc5f07,SAWAN,50,84
c7ac1fdb0499582572f0fc74512a4c8955781ffd2dc13299f740f5de4e59306f,SAWAN,57,84
6c0dd14533d6c0c7f226bd9a99a243833aa103bc66b11db7265b068ba3bb0665,SAWAN,12,84
7b5f41190ec74b402718aec9e1ebafbbf4299eca1979b7e36a16ae155c4a59eb,SAWAN,51,84
b8a7f129698de8b33117007eba3b66b45790c59f992d61c743a90c1e5ff8978b,SAWAN,31,84
1b6c1d412fe9eaef63d19dca937df74699f8929775e6b32e9c3b251b7e71fac3,SAWAN,39,84
87728e69b007197f3e67c82ef6ffe6ec03121218d0b1298ee71f810f9642eb86,SAWAN,43,84
f18266fcfef47b6665e55ad5d4532d6d6b10eb74634cf771ebd320d9238dbd5b,SAWAN,5,84
ecdeb987a5e84b1ba2911fffbb8a191655ae844864f0b15a42c4879ea857b022,SAWAN,52,84
b8b051173f414710b5d67b441c0d3d25ea0a8327470343a34b1c71b780fa6af0,SAWAN,4,84
445a17bdf03d5b3d024ddfcb9e5b2a8ae39f9ffb2db5db938028c14b4d6ba6ef,SAWAN,16,84
35cc54d603b993ae5e58ab818aaa549f49651f5100bce322c2993f2d24309cac,SAWAN,25,84
cec2c0dac01d0601625b7ac5ae96cc57e97bfe209b09601313c04a42e3313000,SAWAN,59,84
233629be95ed1d8c4da2176bfa13e9b1c74569f62443c40b0f8e3d607c61685f,SAWAN,55,84
105fa8213d2b296c844b06be08c15b4f8920b7edf3343d84d4f5b0b0fdd836b2,SAWAN,76,84
7ada8a7c73a2f286a72cce822121c877a9dd683b945f775200723ec9c1733ee0,SAWAN,81,84
750cbbcba7c53550dfe8bc43570e4c11177f4f22b5d2fef11892f59567873c48,SAWAN,83,84
baef2d1bd35040387dc5dc8fc47e846f979bdb995110b350739a05abef6860f9,SAWAN,33,84
1c266a0b7281205acbd9ede887cb34e4c96dcf5960087c0e9dd1cc47b8a3f6c6,SAWAN,10,84
21c1fc056738a487d1c2c3fb03ec9f3a8ed4c9867ca5438996eeec8791a871c8,SAWAN,27,84
e7f8e944034aa542fcf028bce2f9dc0b9b1f7753ddb5b679d941c7652a9ee5e9,SAWAN,44,84
73a06a95fe97ce31854622ee732dbbea2fc4c7e156e08c81e70d4a55cba62348,SAWAN,70,84
f9d3f64c8b2ff331617c70248b26501e04324e62cd5b7204f0c99a1d3985146e,SAWAN,30,84
9ad5bfbb9e8bcfae111de6d87e3cad035e6fb01d1aea54b5c2a5544f2ca5b7cb,SAWAN,36,84
0880a87a77068f1132f2b32e0e12ff4dc7d14f6cf905b9f0e83321019ed9dbee,SAWAN,46,84
eb1d65609dae9b2737c042507fa59b4c2caab4aed51d34a69042f32c747cded1,SAWAN,47,84
de4b236f71c28f6128595dd7fb166b149b56f6029566526aa3da22ba88080de8,SAWAN,68,84
6b9a89f15965b2e0f1be4196ede932a57d9eb6941c1f5ea08c97c74bfe3f35b5,SAWAN,69,84
26af8edd3ff97af6385f1cbc1bf980f0a59dd52c2724b6a0e74a6ab812c6fb89,SAWAN,77,84
2ac2be3de7ac77f0d3889059d566f416a659befe5456911694579cb67cd3f951,SAWAN,48,84
414fdb33e148ebbb972bdf9a1c1d4562b1f0bd3ed774e4fdd118767aa2185f44,SAWAN,2,84
6d8078eb2ee534cdad0702d511a4a588e386ba25e9a4512ae210699018be25ad,SAWAN,11,84
60778e3fc3860f8bf5de001e024be6bbe77c75985c489e7be25c55784bdb2bba,SAWAN,73,84
37a035a3fee442595789308e2ab349faaaf751d08b8e9f552e9166639b71f9e5,SAWAN,24,84
c01ba46d901b950baed7c2a6e04ef919cb73f99e091bf6e276d74c09a7152628,SAWAN,54,84
09f2f233c4ea9df3d7c0e06c30af20529db9f6fab6c6d6e0112bf5652f4c0474,SAWAN,80,84
1e890472dd4d54dd218caa5a2fce7010b6f683ce86aeb69ffef57a01e1aacd22,SAWAN,18,84
06aae8a7656e293c55292e8c83817c49d5d7e00fdf89eb17c0b541fd1d81500e,SAWAN,66,84
ec378d9c1556428c19d879e73bbe0e2539a4504d5a26bee6e51f1037d6d23f33,SAWAN,17,84
f984df79be58ee6703c4e2674ce66278e40bb2e56ef4947abf7dae194cb64ad3,SAWAN,42,84
